Chr,start,end,LITCHI007109_threshold,LITCHI007109_Mean,TB0135
Chr1,42638200,42638300,2.4705882352941178,21.0,8.5
Chr4,12564700,12564800,5.25,21.0,4.0
Chr4,13216400,13216500,3.5,21.0,6.0
Chr7,20946400,20946500,5.25,21.0,4.0
Chr5,19475400,19475500,2.3333333333333335,21.0,9.0
Chr5,19510400,19510500,4.2,21.0,5.0
Chr1,40555000,40555100,2.625,21.0,8.0
Chr15,9308200,9308300,3.0,21.0,7.0
Chr5,18723300,18723400,3.0,21.0,7.0
Chr3,11945300,11945400,3.0,21.0,7.0
Chr3,9544000,9544100,3.230769230769231,21.0,6.5
Chr4,12018100,12018200,3.230769230769231,21.0,6.5
Chr1,45549600,45549700,4.666666666666667,21.0,4.5
Chr9,7966000,7966100,8.4,21.0,2.5
Chr3,8859300,8859400,2.625,21.0,8.0
Chr3,9022400,9022500,14.0,21.0,1.5
Chr1,45136700,45136800,3.5,21.0,6.0
Chr15,10231100,10231200,10.5,21.0,2.0
Chr7,22391600,22391700,7.0,21.0,3.0
Chr1,38562200,38562300,3.0,21.0,7.0
Chr1,44682700,44682800,2.8,21.0,7.5
Chr1,38937400,38937500,21.0,21.0,1.0
Chr15,7890200,7890300,6.0,21.0,3.5
Chr7,19162800,19162900,21.0,21.0,1.0
Chr1,44273700,44273800,3.5,21.0,6.0
Chr3,4649300,4649400,3.230769230769231,21.0,6.5
Chr13,4107300,4107400,7.0,21.0,3.0
Chr7,14192800,14192900,21.0,21.0,1.0
Chr12,21909700,21909800,10.5,21.0,2.0
Chr2,39883400,39883500,6.0,21.0,3.5
Chr12,22706700,22706800,5.25,21.0,4.0
Chr15,20905200,20905300,6.0,21.0,3.5
Chr10,9835300,9835400,3.5,21.0,6.0
Chr10,9596400,9596500,3.5,21.0,6.0
Chr15,6397700,6397800,5.25,21.0,4.0
Chr10,9341000,9341100,6.0,21.0,3.5
Chr3,395600,395700,3.230769230769231,21.0,6.5
Chr4,21111500,21111600,3.8181818181818183,21.0,5.5
Chr12,23312300,23312400,6.0,21.0,3.5
Chr10,8727200,8727300,6.0,21.0,3.5
Chr10,8496000,8496100,10.5,21.0,2.0
Chr10,8203900,8204000,2.8,21.0,7.5
Chr10,8145600,8145700,3.0,21.0,7.0
Chr4,20737200,20737300,2.625,21.0,8.0
Chr12,21935900,21936000,4.2,21.0,5.0
Chr6,14036300,14036400,10.5,21.0,2.0
Chr10,6809200,6809300,5.25,21.0,4.0
Chr4,10841300,10841400,5.25,21.0,4.0
Chr12,19494300,19494400,3.0,21.0,7.0
Chr4,10763300,10763400,3.8181818181818183,21.0,5.5
Chr6,14817500,14817600,3.5,21.0,6.0
Chr12,20334700,20334800,3.230769230769231,21.0,6.5
Chr7,10697600,10697700,10.5,21.0,2.0
Chr2,35534700,35534800,3.0,21.0,7.0
Chr10,12194700,12194800,21.0,21.0,1.0
Chr15,21708800,21708900,3.8181818181818183,21.0,5.5
Chr12,21487600,21487700,5.25,21.0,4.0
Chr4,10798500,10798600,8.4,21.0,2.5
Chr12,21742400,21742500,4.2,21.0,5.0
Chr4,22944000,22944100,7.0,21.0,3.0
Chr10,11035000,11035100,4.666666666666667,21.0,4.5
Chr15,6139500,6139600,4.2,21.0,5.0
Chr15,21620600,21620700,2.625,21.0,8.0
Chr7,12727400,12727500,21.0,21.0,1.0
Chr10,6897300,6897400,6.0,21.0,3.5
Chr6,4722100,4722200,21.0,21.0,1.0
Chr10,4105600,4105700,4.2,21.0,5.0
Chr1,34845300,34845400,5.25,21.0,4.0
Chr9,27713700,27713800,7.0,21.0,3.0
Chr3,2445600,2445700,2.3333333333333335,21.0,9.0
Chr5,15826300,15826400,3.8181818181818183,21.0,5.5
Chr13,2772900,2773000,4.2,21.0,5.0
Chr13,2844200,2844300,3.230769230769231,21.0,6.5
Chr9,7073400,7073500,2.4705882352941178,21.0,8.5
Chr3,2356000,2356100,8.4,21.0,2.5
Chr6,10588700,10588800,7.0,21.0,3.0
Chr10,3933700,3933800,3.230769230769231,21.0,6.5
Chr7,23914200,23914300,10.5,21.0,2.0
Chr4,18265600,18265700,2.8,21.0,7.5
Chr4,18142800,18142900,7.0,21.0,3.0
Chr7,23857300,23857400,14.0,21.0,1.5
Chr13,1824300,1824400,7.0,21.0,3.0
Chr3,13176300,13176400,7.0,21.0,3.0
Chr15,17217500,17217600,10.5,21.0,2.0
Chr13,946900,947000,21.0,21.0,1.0
Chr10,6734700,6734800,4.666666666666667,21.0,4.5
Chr15,6568500,6568600,21.0,21.0,1.0
Chr4,20491400,20491500,3.8181818181818183,21.0,5.5
Chr5,15033000,15033100,10.5,21.0,2.0
Chr13,325400,325500,4.2,21.0,5.0
Chr5,15347900,15348000,4.2,21.0,5.0
Chr9,8633600,8633700,3.0,21.0,7.0
Chr10,4900600,4900700,10.5,21.0,2.0
Chr15,18128300,18128400,3.5,21.0,6.0
Chr3,13490200,13490300,3.0,21.0,7.0
Chr9,6801100,6801200,10.5,21.0,2.0
Chr1,33673900,33674000,4.2,21.0,5.0
Chr3,2183900,2184000,4.666666666666667,21.0,4.5
Chr13,13959400,13959500,5.25,21.0,4.0
Chr9,8862900,8863000,2.411764705882353,20.5,8.5
Chr9,4345700,4345800,5.857142857142857,20.5,3.5
Chr8,25717500,25717600,13.666666666666666,20.5,1.5
Chr9,20005400,20005500,10.25,20.5,2.0
Chr8,15658900,15659000,5.857142857142857,20.5,3.5
Chr8,23229100,23229200,2.411764705882353,20.5,8.5
Chr8,28709600,28709700,5.125,20.5,4.0
Chr8,23240300,23240400,5.857142857142857,20.5,3.5
Chr9,14107300,14107400,3.4166666666666665,20.5,6.0
Chr9,28970300,28970400,3.1538461538461537,20.5,6.5
Chr9,23093500,23093600,4.1,20.5,5.0
Chr9,13114300,13114400,6.833333333333333,20.5,3.0
Chr9,28766800,28766900,2.9285714285714284,20.5,7.0
Chr8,19809800,19809900,10.25,20.5,2.0
Chr9,13292600,13292700,6.833333333333333,20.5,3.0
Chr9,9572200,9572300,4.1,20.5,5.0
Chr8,22069600,22069700,4.1,20.5,5.0
Chr8,13898300,13898400,6.833333333333333,20.5,3.0
Chr9,6147200,6147300,3.727272727272727,20.5,5.5
Chr9,1078500,1078600,20.5,20.5,1.0
Chr8,24836900,24837000,3.1538461538461537,20.5,6.5
Chr8,25947200,25947300,20.5,20.5,1.0
Chr9,5430100,5430200,20.5,20.5,1.0
Chr9,2181700,2181800,6.833333333333333,20.5,3.0
Chr9,19478400,19478500,2.7333333333333334,20.5,7.5
Chr9,9003200,9003300,20.5,20.5,1.0
Chr9,19715800,19715900,4.1,20.5,5.0
Chr9,12223400,12223500,2.5625,20.5,8.0
Chr9,11368400,11368500,3.1538461538461537,20.5,6.5
Chr9,21328200,21328300,2.1578947368421053,20.5,9.5
Chr9,16070000,16070100,2.7333333333333334,20.5,7.5
Chr9,21441800,21441900,3.4166666666666665,20.5,6.0
Chr9,21484400,21484500,3.727272727272727,20.5,5.5
Chr9,26658000,26658100,5.857142857142857,20.5,3.5
Chr9,453300,453400,2.5625,20.5,8.0
Chr8,19230700,19230800,10.25,20.5,2.0
Chr8,22712100,22712200,8.2,20.5,2.5
Chr9,19674500,19674600,4.555555555555555,20.5,4.5
Chr9,29395000,29395100,2.5625,20.5,8.0
Chr9,16961200,16961300,4.555555555555555,20.5,4.5
Chr8,24034000,24034100,3.4166666666666665,20.5,6.0
Chr8,20043300,20043400,20.5,20.5,1.0
Chr1,14400,14500,5.857142857142857,20.5,3.5
Chr2,11739700,11739800,6.833333333333333,20.5,3.0
Chr15,20806400,20806500,2.5625,20.5,8.0
Chr15,18937700,18937800,20.5,20.5,1.0
Chr15,16883700,16883800,4.1,20.5,5.0
Chr15,16867000,16867100,10.25,20.5,2.0
Chr15,15283400,15283500,6.833333333333333,20.5,3.0
Chr15,15104000,15104100,6.833333333333333,20.5,3.0
Chr15,14389100,14389200,3.1538461538461537,20.5,6.5
Chr15,14258400,14258500,20.5,20.5,1.0
Chr15,14015000,14015100,8.2,20.5,2.5
Chr15,13882900,13883000,3.727272727272727,20.5,5.5
Chr15,13215300,13215400,3.1538461538461537,20.5,6.5
Chr15,11474200,11474300,3.4166666666666665,20.5,6.0
Chr15,11164500,11164600,2.9285714285714284,20.5,7.0
Chr15,9841700,9841800,4.555555555555555,20.5,4.5
Chr15,7363400,7363500,2.7333333333333334,20.5,7.5
Chr15,6820000,6820100,5.125,20.5,4.0
Chr15,19774500,19774600,10.25,20.5,2.0
Chr15,21254000,21254100,2.1578947368421053,20.5,9.5
Chr15,5671400,5671500,10.25,20.5,2.0
Chr15,21339500,21339600,20.5,20.5,1.0
Chr2,14946400,14946500,8.2,20.5,2.5
Chr2,10527700,10527800,4.555555555555555,20.5,4.5
Chr2,10249200,10249300,4.1,20.5,5.0
Chr2,7350200,7350300,8.2,20.5,2.5
Chr2,5407100,5407200,3.1538461538461537,20.5,6.5
Chr2,5305000,5305100,6.833333333333333,20.5,3.0
Chr2,4432700,4432800,4.1,20.5,5.0
Chr2,3697100,3697200,6.833333333333333,20.5,3.0
Chr2,1743800,1743900,4.555555555555555,20.5,4.5
Chr2,757300,757400,10.25,20.5,2.0
Chr2,56900,57000,20.5,20.5,1.0
Chr15,23328200,23328300,2.9285714285714284,20.5,7.0
Chr15,21836300,21836400,4.1,20.5,5.0
Chr15,21772800,21772900,10.25,20.5,2.0
Chr15,21589300,21589400,8.2,20.5,2.5
Chr15,5718000,5718100,5.125,20.5,4.0
Chr15,5408200,5408300,6.833333333333333,20.5,3.0
Chr2,15155100,15155200,2.5625,20.5,8.0
Chr14,16252300,16252400,4.1,20.5,5.0
Chr14,12385900,12386000,3.1538461538461537,20.5,6.5
Chr14,11235300,11235400,3.1538461538461537,20.5,6.5
Chr14,9969700,9969800,20.5,20.5,1.0
Chr14,7916900,7917000,6.833333333333333,20.5,3.0
Chr14,7309600,7309700,2.9285714285714284,20.5,7.0
Chr14,6851100,6851200,2.5625,20.5,8.0
Chr14,5953600,5953700,4.555555555555555,20.5,4.5
Chr14,5650600,5650700,6.833333333333333,20.5,3.0
Chr14,5331500,5331600,4.555555555555555,20.5,4.5
Chr14,3745600,3745700,3.1538461538461537,20.5,6.5
Chr14,3286500,3286600,5.125,20.5,4.0
Chr14,2605800,2605900,2.2777777777777777,20.5,9.0
Chr14,1366600,1366700,4.1,20.5,5.0
Chr14,651400,651500,4.1,20.5,5.0
Chr13,24032000,24032100,8.2,20.5,2.5
Chr14,13999800,13999900,13.666666666666666,20.5,1.5
Chr14,17299400,17299500,4.1,20.5,5.0
Chr15,4607000,4607100,3.1538461538461537,20.5,6.5
Chr14,18222600,18222700,3.727272727272727,20.5,5.5
Chr15,4345800,4345900,5.125,20.5,4.0
Chr15,3880400,3880500,20.5,20.5,1.0
Chr15,1319500,1319600,10.25,20.5,2.0
Chr15,1029500,1029600,2.05,20.5,10.0
Chr15,768400,768500,4.1,20.5,5.0
Chr14,24201300,24201400,13.666666666666666,20.5,1.5
Chr14,24028200,24028300,4.1,20.5,5.0
Chr14,23113000,23113100,20.5,20.5,1.0
Chr14,22072400,22072500,2.7333333333333334,20.5,7.5
Chr14,21970000,21970100,6.833333333333333,20.5,3.0
Chr14,21480200,21480300,3.4166666666666665,20.5,6.0
Chr14,20706200,20706300,20.5,20.5,1.0
Chr14,20648300,20648400,4.555555555555555,20.5,4.5
Chr14,20637900,20638000,2.5625,20.5,8.0
Chr14,20627800,20627900,2.1578947368421053,20.5,9.5
Chr2,14977300,14977400,2.5625,20.5,8.0
Chr2,17432000,17432100,2.9285714285714284,20.5,7.0
Chr13,22547300,22547400,6.833333333333333,20.5,3.0
Chr3,24859700,24859800,20.5,20.5,1.0
Chr3,23650900,23651000,3.1538461538461537,20.5,6.5
Chr3,22786500,22786600,20.5,20.5,1.0
Chr3,21065600,21065700,20.5,20.5,1.0
Chr3,19701300,19701400,2.9285714285714284,20.5,7.0
Chr3,18792800,18792900,2.411764705882353,20.5,8.5
Chr3,15206700,15206800,20.5,20.5,1.0
Chr3,15019500,15019600,3.727272727272727,20.5,5.5
Chr3,14671100,14671200,2.411764705882353,20.5,8.5
Chr3,12494400,12494500,13.666666666666666,20.5,1.5
Chr3,11884900,11885000,20.5,20.5,1.0
Chr3,11369200,11369300,5.125,20.5,4.0
Chr3,11099000,11099100,5.857142857142857,20.5,3.5
Chr3,11071100,11071200,2.9285714285714284,20.5,7.0
Chr3,10966700,10966800,2.7333333333333334,20.5,7.5
Chr3,10928200,10928300,2.9285714285714284,20.5,7.0
Chr3,24519900,24520000,20.5,20.5,1.0
Chr3,26123800,26123900,3.4166666666666665,20.5,6.0
Chr3,8426400,8426500,2.1578947368421053,20.5,9.5
Chr3,27579200,27579300,3.4166666666666665,20.5,6.0
Chr4,3299900,3300000,3.1538461538461537,20.5,6.5
Chr4,2511200,2511300,20.5,20.5,1.0
Chr3,36529200,36529300,2.05,20.5,10.0
Chr3,35744000,35744100,6.833333333333333,20.5,3.0
Chr3,35372600,35372700,10.25,20.5,2.0
Chr3,34627400,34627500,4.1,20.5,5.0
Chr3,33994800,33994900,3.727272727272727,20.5,5.5
Chr3,33358600,33358700,2.2777777777777777,20.5,9.0
Chr3,32942700,32942800,20.5,20.5,1.0
Chr3,32146200,32146300,20.5,20.5,1.0
Chr3,29629000,29629100,13.666666666666666,20.5,1.5
Chr3,29599300,29599400,5.857142857142857,20.5,3.5
Chr3,29495300,29495400,5.857142857142857,20.5,3.5
Chr3,27684600,27684700,2.2777777777777777,20.5,9.0
Chr3,27633400,27633500,4.555555555555555,20.5,4.5
Chr3,9421800,9421900,5.125,20.5,4.0
Chr3,7481600,7481700,4.1,20.5,5.0
Chr2,17991400,17991500,10.25,20.5,2.0
Chr2,33347300,33347400,4.1,20.5,5.0
Chr2,32542000,32542100,2.7333333333333334,20.5,7.5
Chr2,30935800,30935900,2.411764705882353,20.5,8.5
Chr2,29716600,29716700,10.25,20.5,2.0
Chr2,29414900,29415000,4.555555555555555,20.5,4.5
Chr2,27439800,27439900,2.5625,20.5,8.0
Chr2,27337500,27337600,20.5,20.5,1.0
Chr2,26513100,26513200,3.4166666666666665,20.5,6.0
Chr2,26305700,26305800,20.5,20.5,1.0
Chr2,25738900,25739000,2.9285714285714284,20.5,7.0
Chr2,25075600,25075700,4.1,20.5,5.0
Chr2,24954900,24955000,20.5,20.5,1.0
Chr2,22275400,22275500,10.25,20.5,2.0
Chr2,22047900,22048000,4.1,20.5,5.0
Chr2,21372800,21372900,2.2777777777777777,20.5,9.0
Chr2,19569400,19569500,8.2,20.5,2.5
Chr2,33217100,33217200,4.1,20.5,5.0
Chr2,33964100,33964200,3.727272727272727,20.5,5.5
Chr3,7388500,7388600,3.1538461538461537,20.5,6.5
Chr2,35836900,35837000,2.2777777777777777,20.5,9.0
Chr3,6694300,6694400,5.125,20.5,4.0
Chr3,6007700,6007800,5.857142857142857,20.5,3.5
Chr3,5144600,5144700,3.1538461538461537,20.5,6.5
Chr3,5003300,5003400,4.555555555555555,20.5,4.5
Chr3,4871200,4871300,5.125,20.5,4.0
Chr3,4668600,4668700,13.666666666666666,20.5,1.5
Chr3,3851900,3852000,4.555555555555555,20.5,4.5
Chr3,3559400,3559500,8.2,20.5,2.5
Chr3,3064700,3064800,2.2777777777777777,20.5,9.0
Chr3,1380700,1380800,5.125,20.5,4.0
Chr3,1093700,1093800,6.833333333333333,20.5,3.0
Chr3,897900,898000,8.2,20.5,2.5
Chr3,266500,266600,5.125,20.5,4.0
Chr3,248700,248800,5.857142857142857,20.5,3.5
Chr2,37651200,37651300,4.1,20.5,5.0
Chr13,23169000,23169100,3.727272727272727,20.5,5.5
Chr13,22356600,22356700,13.666666666666666,20.5,1.5
Chr4,9968200,9968300,20.5,20.5,1.0
Chr10,13595700,13595800,3.4166666666666665,20.5,6.0
Chr10,11343700,11343800,2.5625,20.5,8.0
Chr10,11220000,11220100,3.1538461538461537,20.5,6.5
Chr10,9991300,9991400,8.2,20.5,2.5
Chr10,7962800,7962900,2.9285714285714284,20.5,7.0
Chr10,7809700,7809800,3.1538461538461537,20.5,6.5
Chr10,7650400,7650500,5.857142857142857,20.5,3.5
Chr10,7043300,7043400,6.833333333333333,20.5,3.0
Chr10,6418000,6418100,2.7333333333333334,20.5,7.5
Chr10,6334700,6334800,2.2777777777777777,20.5,9.0
Chr10,5775400,5775500,3.1538461538461537,20.5,6.5
Chr10,5441000,5441100,2.5625,20.5,8.0
Chr10,5039200,5039300,10.25,20.5,2.0
Chr10,4862100,4862200,4.555555555555555,20.5,4.5
Chr10,4369500,4369600,3.727272727272727,20.5,5.5
Chr10,1203300,1203400,10.25,20.5,2.0
Chr10,13023600,13023700,2.5625,20.5,8.0
Chr10,13619900,13620000,4.1,20.5,5.0
Chr1,49319600,49319700,3.1538461538461537,20.5,6.5
Chr10,13699500,13699600,5.125,20.5,4.0
Chr10,24282600,24282700,2.9285714285714284,20.5,7.0
Chr10,23555500,23555600,8.2,20.5,2.5
Chr10,23065700,23065800,2.5625,20.5,8.0
Chr10,22670200,22670300,2.05,20.5,10.0
Chr10,22183300,22183400,5.857142857142857,20.5,3.5
Chr10,22035200,22035300,6.833333333333333,20.5,3.0
Chr10,21863200,21863300,2.411764705882353,20.5,8.5
Chr10,20473600,20473700,2.7333333333333334,20.5,7.5
Chr10,19924000,19924100,5.125,20.5,4.0
Chr10,18531100,18531200,6.833333333333333,20.5,3.0
Chr10,18479300,18479400,2.1578947368421053,20.5,9.5
Chr10,16101400,16101500,3.727272727272727,20.5,5.5
Chr10,15834100,15834200,2.9285714285714284,20.5,7.0
Chr10,14441600,14441700,2.9285714285714284,20.5,7.0
Chr10,13713700,13713800,3.4166666666666665,20.5,6.0
Chr10,55200,55300,3.727272727272727,20.5,5.5
Chr1,49208200,49208300,3.1538461538461537,20.5,6.5
Chr10,25035600,25035700,5.125,20.5,4.0
Chr1,27427900,27428000,2.1578947368421053,20.5,9.5
Chr1,21861400,21861500,3.727272727272727,20.5,5.5
Chr1,20116300,20116400,2.9285714285714284,20.5,7.0
Chr1,18509800,18509900,10.25,20.5,2.0
Chr1,18208400,18208500,8.2,20.5,2.5
Chr1,15004300,15004400,2.7333333333333334,20.5,7.5
Chr1,12483800,12483900,20.5,20.5,1.0
Chr1,12240100,12240200,2.5625,20.5,8.0
Chr1,8205900,8206000,3.4166666666666665,20.5,6.0
Chr1,7341600,7341700,2.5625,20.5,8.0
Chr1,7065200,7065300,5.857142857142857,20.5,3.5
Chr1,4745800,4745900,2.5625,20.5,8.0
Chr1,4556500,4556600,4.1,20.5,5.0
Chr1,3117800,3117900,3.1538461538461537,20.5,6.5
Chr1,2945800,2945900,2.411764705882353,20.5,8.5
Chr1,620200,620300,2.05,20.5,10.0
Chr1,27019500,27019600,4.1,20.5,5.0
Chr1,29763200,29763300,6.833333333333333,20.5,3.0
Chr1,45868000,45868100,3.4166666666666665,20.5,6.0
Chr1,32654200,32654300,6.833333333333333,20.5,3.0
Chr1,45441300,45441400,3.1538461538461537,20.5,6.5
Chr1,44734800,44734900,20.5,20.5,1.0
Chr1,44139700,44139800,6.833333333333333,20.5,3.0
Chr1,43834400,43834500,2.9285714285714284,20.5,7.0
Chr1,43730400,43730500,8.2,20.5,2.5
Chr1,42035400,42035500,10.25,20.5,2.0
Chr1,41791800,41791900,5.857142857142857,20.5,3.5
Chr1,41481300,41481400,4.1,20.5,5.0
Chr1,40841800,40841900,3.727272727272727,20.5,5.5
Chr1,38742300,38742400,6.833333333333333,20.5,3.0
Chr1,35921200,35921300,2.411764705882353,20.5,8.5
Chr1,35251800,35251900,5.125,20.5,4.0
Chr1,35140400,35140500,20.5,20.5,1.0
Chr1,35002900,35003000,10.25,20.5,2.0
Chr1,34080400,34080500,6.833333333333333,20.5,3.0
Chr10,24930800,24930900,20.5,20.5,1.0
Chr10,26806800,26806900,4.555555555555555,20.5,4.5
Chr13,22093300,22093400,5.125,20.5,4.0
Chr13,7508700,7508800,3.727272727272727,20.5,5.5
Chr13,3427200,3427300,20.5,20.5,1.0
Chr13,2220400,2220500,2.2777777777777777,20.5,9.0
Chr12,22554000,22554100,5.125,20.5,4.0
Chr12,22038400,22038500,5.125,20.5,4.0
Chr12,21892800,21892900,2.05,20.5,10.0
Chr12,20811200,20811300,5.857142857142857,20.5,3.5
Chr12,20474200,20474300,3.727272727272727,20.5,5.5
Chr12,19342100,19342200,3.1538461538461537,20.5,6.5
Chr12,17591400,17591500,3.4166666666666665,20.5,6.0
Chr12,16993700,16993800,13.666666666666666,20.5,1.5
Chr12,16596900,16597000,20.5,20.5,1.0
Chr12,16579600,16579700,3.1538461538461537,20.5,6.5
Chr12,16023500,16023600,2.2777777777777777,20.5,9.0
Chr12,14053400,14053500,2.1578947368421053,20.5,9.5
Chr12,13468500,13468600,2.5625,20.5,8.0
Chr13,7283900,7284000,5.857142857142857,20.5,3.5
Chr13,7805400,7805500,2.2777777777777777,20.5,9.0
Chr12,10657800,10657900,2.5625,20.5,8.0
Chr13,8103300,8103400,4.1,20.5,5.0
Chr13,21224300,21224400,5.125,20.5,4.0
Chr13,19765900,19766000,2.9285714285714284,20.5,7.0
Chr13,17094200,17094300,8.2,20.5,2.5
Chr13,15932400,15932500,2.1578947368421053,20.5,9.5
Chr13,15861400,15861500,2.05,20.5,10.0
Chr13,14345200,14345300,2.411764705882353,20.5,8.5
Chr13,13506700,13506800,2.5625,20.5,8.0
Chr13,11090000,11090100,5.857142857142857,20.5,3.5
Chr13,10733600,10733700,4.1,20.5,5.0
Chr13,10532000,10532100,5.125,20.5,4.0
Chr13,9620700,9620800,20.5,20.5,1.0
Chr13,9567900,9568000,13.666666666666666,20.5,1.5
Chr13,9238500,9238600,2.1578947368421053,20.5,9.5
Chr13,9018700,9018800,6.833333333333333,20.5,3.0
Chr13,8868300,8868400,3.4166666666666665,20.5,6.0
Chr12,11627500,11627600,3.1538461538461537,20.5,6.5
Chr12,10365400,10365500,5.125,20.5,4.0
Chr10,27703300,27703400,6.833333333333333,20.5,3.0
Chr11,10632400,10632500,4.1,20.5,5.0
Chr11,8224600,8224700,2.9285714285714284,20.5,7.0
Chr11,8066600,8066700,10.25,20.5,2.0
Chr11,6642100,6642200,2.1578947368421053,20.5,9.5
Chr11,6522300,6522400,3.4166666666666665,20.5,6.0
Chr11,4712100,4712200,6.833333333333333,20.5,3.0
Chr11,4255100,4255200,3.4166666666666665,20.5,6.0
Chr11,3969200,3969300,13.666666666666666,20.5,1.5
Chr11,3924800,3924900,2.411764705882353,20.5,8.5
Chr11,3497700,3497800,5.125,20.5,4.0
Chr11,2630500,2630600,5.125,20.5,4.0
Chr11,2427300,2427400,4.1,20.5,5.0
Chr11,2159900,2160000,4.1,20.5,5.0
Chr11,773400,773500,2.5625,20.5,8.0
Chr11,511000,511100,10.25,20.5,2.0
Chr10,27758700,27758800,4.555555555555555,20.5,4.5
Chr11,9429800,9429900,2.9285714285714284,20.5,7.0
Chr11,13464900,13465000,3.1538461538461537,20.5,6.5
Chr12,10114700,10114800,10.25,20.5,2.0
Chr11,14483700,14483800,10.25,20.5,2.0
Chr12,9086900,9087000,13.666666666666666,20.5,1.5
Chr12,9005200,9005300,10.25,20.5,2.0
Chr12,8827500,8827600,2.9285714285714284,20.5,7.0
Chr12,8657300,8657400,20.5,20.5,1.0
Chr12,5951600,5951700,3.4166666666666665,20.5,6.0
Chr12,4435600,4435700,2.9285714285714284,20.5,7.0
Chr12,245300,245400,2.05,20.5,10.0
Chr11,23956200,23956300,8.2,20.5,2.5
Chr11,23888300,23888400,2.7333333333333334,20.5,7.5
Chr11,22987600,22987700,2.7333333333333334,20.5,7.5
Chr11,20685300,20685400,6.833333333333333,20.5,3.0
Chr11,18942400,18942500,2.7333333333333334,20.5,7.5
Chr11,18716200,18716300,2.411764705882353,20.5,8.5
Chr11,17449900,17450000,2.411764705882353,20.5,8.5
Chr11,16711700,16711800,2.2777777777777777,20.5,9.0
Chr4,8294400,8294500,20.5,20.5,1.0
Chr9,30036600,30036700,4.1,20.5,5.0
Chr6,6079500,6079600,2.9285714285714284,20.5,7.0
Chr5,11401400,11401500,3.727272727272727,20.5,5.5
Chr7,16419600,16419700,2.5625,20.5,8.0
Chr7,16121900,16122000,20.5,20.5,1.0
Chr7,15731100,15731200,10.25,20.5,2.0
Chr7,15334100,15334200,2.9285714285714284,20.5,7.0
Chr5,14033400,14033500,10.25,20.5,2.0
Chr5,14976400,14976500,13.666666666666666,20.5,1.5
Chr5,15012700,15012800,2.7333333333333334,20.5,7.5
Chr7,11863500,11863600,3.1538461538461537,20.5,6.5
Chr7,10742300,10742400,4.1,20.5,5.0
Chr7,8897700,8897800,4.555555555555555,20.5,4.5
Chr5,16790900,16791000,3.4166666666666665,20.5,6.0
Chr7,7721900,7722000,20.5,20.5,1.0
Chr5,17873800,17873900,3.4166666666666665,20.5,6.0
Chr5,18658000,18658100,5.857142857142857,20.5,3.5
Chr7,6335900,6336000,8.2,20.5,2.5
Chr7,6199900,6200000,3.727272727272727,20.5,5.5
Chr7,5735700,5735800,3.4166666666666665,20.5,6.0
Chr7,5165800,5165900,3.4166666666666665,20.5,6.0
Chr7,4895900,4896000,2.7333333333333334,20.5,7.5
Chr7,4387900,4388000,20.5,20.5,1.0
Chr5,23215100,23215200,5.125,20.5,4.0
Chr5,11853600,11853700,4.555555555555555,20.5,4.5
Chr7,19577500,19577600,20.5,20.5,1.0
Chr7,1114900,1115000,2.9285714285714284,20.5,7.0
Chr5,10431500,10431600,2.411764705882353,20.5,8.5
Chr7,28575300,28575400,20.5,20.5,1.0
Chr4,33166900,33167000,6.833333333333333,20.5,3.0
Chr4,34498400,34498500,2.9285714285714284,20.5,7.0
Chr5,623500,623600,10.25,20.5,2.0
Chr5,919500,919600,5.125,20.5,4.0
Chr5,1039000,1039100,3.1538461538461537,20.5,6.5
Chr7,28275300,28275400,2.5625,20.5,8.0
Chr5,2394700,2394800,4.1,20.5,5.0
Chr5,4423600,4423700,2.2777777777777777,20.5,9.0
Chr5,4744100,4744200,4.1,20.5,5.0
Chr5,5628700,5628800,20.5,20.5,1.0
Chr5,6795600,6795700,4.1,20.5,5.0
Chr5,7207400,7207500,6.833333333333333,20.5,3.0
Chr5,7263500,7263600,20.5,20.5,1.0
Chr5,8324900,8325000,2.1578947368421053,20.5,9.5
Chr7,24642900,24643000,20.5,20.5,1.0
Chr7,23964700,23964800,20.5,20.5,1.0
Chr5,9344600,9344700,8.2,20.5,2.5
Chr5,10074800,10074900,2.05,20.5,10.0
Chr7,22903600,22903700,6.833333333333333,20.5,3.0
Chr7,21130500,21130600,3.4166666666666665,20.5,6.0
Chr7,1358500,1358600,2.9285714285714284,20.5,7.0
Chr7,366200,366300,2.2777777777777777,20.5,9.0
Chr4,32058100,32058200,5.125,20.5,4.0
Chr6,1317000,1317100,10.25,20.5,2.0
Chr6,23045700,23045800,4.1,20.5,5.0
Chr6,22125100,22125200,2.2777777777777777,20.5,9.0
Chr6,20784500,20784600,4.1,20.5,5.0
Chr6,20557700,20557800,5.125,20.5,4.0
Chr6,20472900,20473000,8.2,20.5,2.5
Chr6,20305300,20305400,10.25,20.5,2.0
Chr6,3481600,3481700,5.125,20.5,4.0
Chr6,4133700,4133800,13.666666666666666,20.5,1.5
Chr6,19541900,19542000,2.5625,20.5,8.0
Chr6,5249300,5249400,3.1538461538461537,20.5,6.5
Chr4,10379200,10379300,3.727272727272727,20.5,5.5
Chr6,19516900,19517000,13.666666666666666,20.5,1.5
Chr6,7527500,7527600,4.1,20.5,5.0
Chr6,7852200,7852300,3.727272727272727,20.5,5.5
Chr6,17267900,17268000,5.125,20.5,4.0
Chr6,17105400,17105500,3.727272727272727,20.5,5.5
